0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     5  17 9  8  17 8  9  17 17 17    8  17 9  8  17 8  9  17 17 17    8  17 9  8  17 8  9  17 17 3     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0 
0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     13 11 11 11 11 11 11 11 11 11    11 11 11 11 11 11 11 11 11 11    11 11 11 11 11 11 11 11 11 10    0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0 
0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  16 0  16 0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  16 16 16    0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  16 0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0 
0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  16 0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  16 0  16 0  16 0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  16 0  0  0  0  0     0  0  0  0  16 0  0  16 0  0     16 0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0 
0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     16 16 0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  16 0     0  16 0  0  0  0  16 16 0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  4  1  2     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  4  1  2  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  16 16 16 16 16 16 16 16 0     0  16 16 16 16 16 16 16 16 0     0  16 16 16 16 16 16 16 16 0 
0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     4  2  0  0  0  0  0  0  0  0     16 16 0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  16 0     0  0  0  0  4  1  1  1  1  2     0  0  0  0  4  1  1  2  0  0     0  0  0  0  4  1  1  1  1  2     0  0  0  4  1  1  2  0  4  1     1  1  1  2  0  0  0  0  0  0     0  0  0  0  16 0  0  0  0  16    0  0  0  0  16 0  0  0  0  16    0  0  0  0  16 0  0  0  0  16    0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  1  0  0  1  0  0     1  0  0  0  0  0  0  0  0  0     0  16 16 16 16 16 16 16 16 0     0  16 16 16 16 16 16 16 16 0     0  16 16 16 16 16 16 16 16 0 
0  16 16 16 0  0  0  0  0  0     16 16 16 16 0  0  0  0  0  0     5  3  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  4     1  2  0  0  0  0  0  0  0  0     0  1  0  0  5  17 17 8  8  3     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  4  7  12 11 10 0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  16 0  0  0  0  16 0     0  0  0  16 0  0  0  0  16 0     0  0  0  16 0  0  0  0  16 0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  1  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0 
1  1  2  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  4  1     7  3  0  16 16 0  0  0  0  0     4  2  0  0  0  0  0  0  4  7     9  3  0  0  0  0  0  0  1  0     0  17 0  0  5  17 9  17 17 3     0  0  1  0  0  0  0  0  0  0     16 16 16 0  0  0  0  0  0  0     0  4  7  17 3  16 0  0  0  0     0  0  0  0  0  0  0  0  0  0     0  0  16 0  0  0  0  16 0  0     0  0  16 0  0  0  0  16 0  0     0  0  16 0  0  0  0  16 0  0     0  0  0  0  16 16 16 0  0  0     0  0  0  0  0  0  0  0  0  0     4  1  2  0  0  0  0  0  0  0     0  0  0  0  0  0  0  0  0  0     4  1  1  1  1  1  1  1  1  1     1  1  1  1  1  1  1  1  1  1     1  1  1  1  1  1  1  1  1  0 
17 8  3  0  0  0  0  0  0  0     0  0  0  0  4  1  1  1  7  8     9  6  1  1  1  1  1  1  1  1     7  6  1  1  1  1  1  1  7  17    8  3  0  0  4  1  2  0  17 0     0  17 0  0  5  17 8  17 9  3     0  0  0  0  0  0  0  0  0  16    0  0  0  16 0  0  0  0  0  0     4  7  8  9  3  16 16 0  0  4     1  1  1  1  1  1  2  0  0  0     4  1  1  1  1  1  1  1  1  1     1  1  1  1  1  1  1  1  1  1     1  1  1  1  1  1  1  1  1  2     0  0  0  0  4  1  2  0  4  1     2  0  0  0  0  0  0  0  0  0     5  8  3  0  0  0  0  0  0  0     0  0  0  0  4  1  1  1  1  1     7  17 9  17 17 8  17 17 17 17    17 17 8  17 8  17 17 17 17 17    17 17 8  17 8  17 17 17 8  0
9  17 6  1  1  1  1  1  1  2     0  0  0  0  5  17 9  9  17 17    17 17 17 17 8  9  8  17 17 17    17 8  8  17 17 17 8  9  9  17    17 3  0  0  5  17 3  0  17 0     0  17 0  0  5  8  17 17 9  6     2  0  0  0  4  1  1  1  1  2     0  0  0  4  1  1  1  1  1  1     7  17 17 8  6  1  1  1  1  7     17 17 8  17 9  8  3  0  0  0     5  17 9  9  9  17 17 17 8  9     17 17 17 8  9  8  17 17 17 17    8  17 9  9  9  17 17 17 8  3     0  0  0  0  0  0  0  0  0  0     0  0  0  0  4  2  0  0  4  1     7  17 6  1  1  1  1  1  1  2     0  0  0  4  7  8  8  17 17 9     17 17 17 17 8  9  17 17 8  9     17 17 17 9  17 9  8  17 17 17    17 17 17 9  17 9  8  17 9  0
